project_id,deployment_id,image_id,sequence_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,age,sex,animal_recognizable,individual_id,number_of_objects,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,fuzzed,deployment_fuzzed
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,5fa798e2-81f9-4f4f-8495-e1d6ec038471,,IMG_0190.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/5fa798e2-81f9-4f4f-8495-e1d6ec038471,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:49:31,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,7278460b-b4ee-4c43-b7ad-b24fd6fbedb3,,IMG_0191.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/7278460b-b4ee-4c43-b7ad-b24fd6fbedb3,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:49:32,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,2a8c86c6-6018-4eca-9209-70f9b9dc9c52,,IMG_0193.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/2a8c86c6-6018-4eca-9209-70f9b9dc9c52,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:49:38,,,,,2,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,d3e27656-6051-498b-8187-653cea3cee01,,IMG_0194.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/d3e27656-6051-498b-8187-653cea3cee01,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:49:39,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,3c7fc15d-f2f6-4106-a5a8-b266b9eb0925,,IMG_0196.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/3c7fc15d-f2f6-4106-a5a8-b266b9eb0925,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:49:41,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,61914d15-aef5-4889-ac54-fa64bcea1f0b,,IMG_0201.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/61914d15-aef5-4889-ac54-fa64bcea1f0b,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:49:54,,,,,2,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,b50a6093-d030-40ce-80df-a29b7dcd0a3f,,IMG_0202.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/b50a6093-d030-40ce-80df-a29b7dcd0a3f,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:49:55,,,,,2,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,69107d9d-a36c-4171-b41f-d774617b15c0,,IMG_0204.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/69107d9d-a36c-4171-b41f-d774617b15c0,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:49:57,,,,,2,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,c61916fc-cb5d-41d3-85bd-e1bfd1226fb5,,IMG_0205.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/c61916fc-cb5d-41d3-85bd-e1bfd1226fb5,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:49:59,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,32b673bd-4b4e-4556-a5f1-2748835ef085,,IMG_0208.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/32b673bd-4b4e-4556-a5f1-2748835ef085,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:50:02,,,,,2,,,false,,,CC-BY-NC,true,false
